trade_num,position_id,entry_deal_ticket,exit_deal_ticket,symbol,direction,grid_level,level_number,volume_lots,open_time,close_time,duration_seconds,duration_formatted,open_price,close_price,price_change,points_captured,gross_profit_usd,commission_usd,swap_usd,net_profit_usd,is_win,exit_type,exit_comment,sl_recorded_price,sl_slippage_points,account_balance_after_trade,cumulative_net_profit,day_of_week,hour_of_day,date
1261,9997724,3591824,3592957,XAUUSD.u,BUY,STR B3,3,0.01,2026-08-26 16:24:51.638,2026-08-26 16:44:47.594,1195.96,19m 55s,4619.87,4621.95,2.08,2.08,2.08,0.0,0.0,2.08,1,TRAILING_STOP,[sl 4621.95],4621.95,0.0,2811.56,1811.56,Wednesday,16,2026-08-26
1262,9998500,3591973,3592914,XAUUSD.u,BUY,STR B1,1,0.01,2026-08-26 16:26:19.692,2026-08-26 16:42:28.983,969.29,16m 9s,4616.79,4621.42,4.63,4.63,4.63,0.0,0.0,4.63,1,TRAILING_STOP,[sl 4621.42],4621.42,0.0,2816.19,1816.19,Wednesday,16,2026-08-26
1263,9998160,3592019,3592913,XAUUSD.u,BUY,STR B2,2,0.01,2026-08-26 16:26:41.001,2026-08-26 16:42:28.983,947.98,15m 47s,4618.33,4621.43,3.1,3.1,3.1,0.0,0.0,3.1,1,TRAILING_STOP,[sl 4621.43],4621.43,0.0,2819.29,1819.29,Wednesday,16,2026-08-26
1264,10011193,3593005,3596377,XAUUSD.u,BUY,STR B3,3,0.01,2026-08-26 16:46:25.285,2026-08-26 17:20:01.908,2016.62,33m 36s,4619.87,4591.01,-28.86,-28.86,-28.86,0.0,0.0,-28.86,0,BASKET_CLOSE,STR CLOSE,,,2790.43,1790.43,Wednesday,16,2026-08-26
1265,10011395,3593049,3596376,XAUUSD.u,BUY,STR B1,1,0.01,2026-08-26 16:46:36.975,2026-08-26 17:20:01.786,2004.81,33m 24s,4616.79,4591.04,-25.75,-25.75,-25.75,0.0,0.0,-25.75,0,BASKET_CLOSE,STR CLOSE,,,2764.68,1764.68,Wednesday,16,2026-08-26
1266,9975453,3593339,3593648,XAUUSD.u,SELL,STR S3,3,0.01,2026-08-26 16:52:27.231,2026-08-26 16:55:14.016,166.78,2m 46s,4610.63,4609.33,-1.3,1.3,1.3,0.0,0.0,1.3,1,TRAILING_STOP,[sl 4609.33],4609.33,0.0,2765.98,1765.98,Wednesday,16,2026-08-26
1267,9975462,3593464,3594135,XAUUSD.u,SELL,STR S4,4,0.01,2026-08-26 16:54:19.575,2026-08-26 17:00:06.795,347.22,5m 47s,4609.09,4603.86,-5.23,5.23,5.23,0.0,0.0,5.23,1,TRAILING_STOP,[sl 4603.86],4603.86,0.0,2771.21,1771.21,Wednesday,16,2026-08-26
1268,9975465,3593521,3594136,XAUUSD.u,SELL,STR S5,5,0.01,2026-08-26 16:54:24.796,2026-08-26 17:00:06.795,342.0,5m 41s,4607.55,4603.86,-3.69,3.69,3.69,0.0,0.0,3.69,1,TRAILING_STOP,[sl 4603.86],4603.86,0.0,2774.9,1774.9,Wednesday,16,2026-08-26
1269,10023496,3593742,3593931,XAUUSD.u,SELL,STR S2,2,0.01,2026-08-26 16:55:52.481,2026-08-26 16:57:20.407,87.93,1m 27s,4612.17,4607.47,-4.7,4.7,4.7,0.0,0.0,4.7,1,TRAILING_STOP,[sl 4607.47],4607.47,0.0,2779.6,1779.6,Wednesday,16,2026-08-26
1270,10023287,3593803,3593930,XAUUSD.u,SELL,STR S3,3,0.01,2026-08-26 16:56:23.622,2026-08-26 16:57:20.407,56.78,56s,4610.63,4607.47,-3.16,3.16,3.16,0.0,0.0,3.16,1,TRAILING_STOP,[sl 4607.47],4607.47,0.0,2782.76,1782.76,Wednesday,16,2026-08-26
1271,9975471,3593868,3594185,XAUUSD.u,SELL,STR S6,6,0.01,2026-08-26 16:57:03.991,2026-08-26 17:00:26.817,202.83,3m 22s,4606.01,4605.41,-0.6,0.6,0.6,0.0,0.0,0.6,1,TRAILING_STOP,[sl 4605.41],4605.41,0.0,2783.36,1783.36,Wednesday,16,2026-08-26
1272,9975476,3594066,3594296,XAUUSD.u,SELL,STR S7,7,0.01,2026-08-26 16:59:57.479,2026-08-26 17:01:07.670,70.19,1m 10s,4604.47,4601.36,-3.11,3.11,3.11,0.0,0.0,3.11,1,TRAILING_STOP,[sl 4601.36],4601.36,0.0,2786.47,1786.47,Wednesday,16,2026-08-26
1273,9975484,3594111,3594389,XAUUSD.u,SELL,STR S8,8,0.01,2026-08-26 17:00:00.882,2026-08-26 17:01:38.755,97.87,1m 37s,4602.93,4602.89,-0.04,0.04,0.04,0.0,0.0,0.04,1,TRAILING_STOP,[sl 4602.89],4602.89,0.0,2786.51,1786.51,Wednesday,17,2026-08-26
1274,9975494,3594222,3594621,XAUUSD.u,SELL,STR S9,9,0.01,2026-08-26 17:01:00.530,2026-08-26 17:02:55.155,114.62,1m 54s,4601.39,4594.82,-6.57,6.57,6.57,0.0,0.0,6.57,1,TRAILING_STOP,[sl 4594.82],4594.82,0.0,2793.08,1793.08,Wednesday,17,2026-08-26
1275,9975500,3594286,3594622,XAUUSD.u,SELL,STR S10,10,0.01,2026-08-26 17:01:05.594,2026-08-26 17:02:55.155,109.56,1m 49s,4599.85,4594.82,-5.03,5.03,5.03,0.0,0.0,5.03,1,TRAILING_STOP,[sl 4594.82],4594.82,0.0,2798.11,1798.11,Wednesday,17,2026-08-26
1276,10033608,3594390,3594624,XAUUSD.u,SELL,STR S8,8,0.01,2026-08-26 17:01:38.993,2026-08-26 17:02:55.155,76.16,1m 16s,4602.93,4594.82,-8.11,8.11,8.11,0.0,0.0,8.11,1,TRAILING_STOP,[sl 4594.82],4594.82,0.0,2806.22,1806.22,Wednesday,17,2026-08-26
1277,9975507,3594532,3594623,XAUUSD.u,SELL,STR S11,11,0.04,2026-08-26 17:02:52.558,2026-08-26 17:02:55.155,2.6,2s,4598.31,4594.82,-3.49,3.49,13.96,0.0,0.0,13.96,1,TRAILING_STOP,[sl 4594.82],4594.82,0.0,2820.18,1820.18,Wednesday,17,2026-08-26
1278,9975513,3594545,3594666,XAUUSD.u,SELL,STR S12,12,0.04,2026-08-26 17:02:52.593,2026-08-26 17:02:59.380,6.79,6s,4596.77,4596.34,-0.43,0.43,1.72,0.0,0.0,1.72,1,TRAILING_STOP,[sl 4596.34],4596.34,0.0,2821.9,1821.9,Wednesday,17,2026-08-26
1279,9975519,3594574,3594994,XAUUSD.u,SELL,STR S13,13,0.04,2026-08-26 17:02:52.674,2026-08-26 17:05:45.062,172.39,2m 52s,4595.23,4591.01,-4.22,4.22,16.88,0.0,0.0,16.88,1,TRAILING_STOP,[sl 4591.01],4591.01,0.0,2838.78,1838.78,Wednesday,17,2026-08-26
1280,9975523,3594597,3595226,XAUUSD.u,SELL,STR S14,14,0.04,2026-08-26 17:02:53.813,2026-08-26 17:06:52.620,238.81,3m 58s,4593.69,4589.84,-3.85,3.85,15.4,0.0,0.0,15.4,1,TRAILING_STOP,[sl 4589.84],4589.84,0.0,2854.18,1854.18,Wednesday,17,2026-08-26
1281,10037444,3594730,3594995,XAUUSD.u,SELL,STR S12,12,0.04,2026-08-26 17:03:12.254,2026-08-26 17:05:45.062,152.81,2m 32s,4596.77,4591.01,-5.76,5.76,23.04,0.0,0.0,23.04,1,TRAILING_STOP,[sl 4591.01],4591.01,0.0,2877.22,1877.22,Wednesday,17,2026-08-26
1282,10037911,3594742,3594996,XAUUSD.u,SELL,STR S11,11,0.04,2026-08-26 17:03:21.900,2026-08-26 17:05:45.062,143.16,2m 23s,4598.31,4591.01,-7.3,7.3,29.2,0.0,0.0,29.2,1,TRAILING_STOP,[sl 4591.01],4591.01,0.0,2906.42,1906.42,Wednesday,17,2026-08-26
1283,10038939,3594799,3594997,XAUUSD.u,SELL,STR S10,10,0.01,2026-08-26 17:03:49.266,2026-08-26 17:05:45.062,115.8,1m 55s,4599.85,4591.01,-8.84,8.84,8.84,0.0,0.0,8.84,1,TRAILING_STOP,[sl 4591.01],4591.01,0.0,2915.26,1915.26,Wednesday,17,2026-08-26
1284,9975530,3594944,3595272,XAUUSD.u,SELL,STR S15,15,0.04,2026-08-26 17:05:42.513,2026-08-26 17:07:20.544,98.03,1m 38s,4592.15,4591.46,-0.69,0.69,2.76,0.0,0.0,2.76,1,TRAILING_STOP,[sl 4591.46],4591.46,0.0,2918.02,1918.02,Wednesday,17,2026-08-26
1285,9975534,3594968,3596108,XAUUSD.u,SELL,STR S16,16,0.04,2026-08-26 17:05:42.718,2026-08-26 17:16:34.072,651.35,10m 51s,4590.61,4584.94,-5.67,5.67,22.68,0.0,0.0,22.68,1,TRAILING_STOP,[sl 4584.94],4584.94,0.0,2940.7,1940.7,Wednesday,17,2026-08-26
1286,9975539,3595182,3596109,XAUUSD.u,SELL,STR S17,17,0.04,2026-08-26 17:06:32.282,2026-08-26 17:16:34.072,601.79,10m 1s,4589.07,4584.94,-4.13,4.13,16.52,0.0,0.0,16.52,1,TRAILING_STOP,[sl 4584.94],4584.94,0.0,2957.22,1957.22,Wednesday,17,2026-08-26
1287,10050340,3595330,3595931,XAUUSD.u,SELL,STR S14,14,0.04,2026-08-26 17:07:59.159,2026-08-26 17:14:54.571,415.41,6m 55s,4593.69,4589.78,-3.91,3.91,15.64,0.0,0.0,15.64,1,TRAILING_STOP,[sl 4589.78],4589.78,0.0,2972.86,1972.86,Wednesday,17,2026-08-26
1288,10050097,3595338,3596030,XAUUSD.u,SELL,STR S15,15,0.04,2026-08-26 17:08:06.994,2026-08-26 17:15:54.830,467.84,7m 47s,4592.15,4587.69,-4.46,4.46,17.84,0.0,0.0,17.84,1,TRAILING_STOP,[sl 4587.69],4587.69,0.0,2990.7,1990.7,Wednesday,17,2026-08-26
1289,10052491,3595373,3595870,XAUUSD.u,SELL,STR S13,13,0.04,2026-08-26 17:08:54.820,2026-08-26 17:14:15.316,320.5,5m 20s,4595.23,4591.63,-3.6,3.6,14.4,0.0,0.0,14.4,1,TRAILING_STOP,[sl 4591.63],4591.63,0.0,3005.1,2005.1,Wednesday,17,2026-08-26
1290,10053296,3595437,3595871,XAUUSD.u,SELL,STR S12,12,0.04,2026-08-26 17:09:14.989,2026-08-26 17:14:15.316,300.33,5m 0s,4596.77,4591.63,-5.14,5.14,20.56,0.0,0.0,20.56,1,TRAILING_STOP,[sl 4591.63],4591.63,0.0,3025.66,2025.66,Wednesday,17,2026-08-26
1291,10054281,3595516,3595741,XAUUSD.u,SELL,STR S11,11,0.04,2026-08-26 17:09:47.738,2026-08-26 17:13:03.213,195.47,3m 15s,4598.31,4596.84,-1.47,1.47,5.88,0.0,0.0,5.88,1,TRAILING_STOP,[sl 4596.84],4596.84,0.0,3031.54,2031.54,Wednesday,17,2026-08-26
1292,10056200,3595597,3595695,XAUUSD.u,SELL,STR S10,10,0.01,2026-08-26 17:10:31.862,2026-08-26 17:12:21.352,109.49,1m 49s,4599.85,4595.31,-4.54,4.54,4.54,0.0,0.0,4.54,1,TRAILING_STOP,[sl 4595.31],4595.31,0.0,3036.08,2036.08,Wednesday,17,2026-08-26
1293,9975544,3595972,3596113,XAUUSD.u,SELL,STR S18,18,0.04,2026-08-26 17:15:34.142,2026-08-26 17:16:35.899,61.76,1m 1s,4587.53,4586.47,-1.06,1.06,4.24,0.0,0.0,4.24,1,TRAILING_STOP,[sl 4586.47],4586.47,0.0,3040.32,2040.32,Wednesday,17,2026-08-26
1294,10073283,3596190,3596375,XAUUSD.u,SELL,STR S18,18,0.04,2026-08-26 17:17:39.362,2026-08-26 17:20:01.670,142.31,2m 22s,4587.53,4591.05,3.52,-3.52,-14.08,0.0,0.0,-14.08,0,BASKET_CLOSE,STR CLOSE,,,3026.24,2026.24,Wednesday,17,2026-08-26
1295,10075071,3596239,3596373,XAUUSD.u,SELL,STR S17,17,0.04,2026-08-26 17:18:21.437,2026-08-26 17:20:01.556,100.12,1m 40s,4589.07,4591.03,1.96,-1.96,-7.84,0.0,0.0,-7.84,0,BASKET_CLOSE,STR CLOSE,,,3018.4,2018.4,Wednesday,17,2026-08-26
1296,10077194,3596312,3596371,XAUUSD.u,SELL,STR S14,14,0.04,2026-08-26 17:19:23.133,2026-08-26 17:20:01.324,38.19,38s,4593.69,4591.13,-2.56,2.56,10.24,0.0,0.0,10.24,1,BASKET_CLOSE,STR CLOSE,,,3028.64,2028.64,Wednesday,17,2026-08-26
1297,10076371,3596344,3596372,XAUUSD.u,SELL,STR S15,15,0.04,2026-08-26 17:19:44.819,2026-08-26 17:20:01.442,16.62,16s,4592.15,4591.02,-1.13,1.13,4.52,0.0,0.0,4.52,1,BASKET_CLOSE,STR CLOSE,,,3033.16,2033.16,Wednesday,17,2026-08-26
1298,10079100,3596454,3597054,XAUUSD.u,BUY,STR B1,1,0.01,2026-08-26 17:21:00.053,2026-08-26 17:29:31.130,511.08,8m 31s,4592.16,4596.45,4.29,4.29,4.29,0.0,0.0,4.29,1,TRAILING_STOP,[sl 4596.45],4596.45,0.0,3037.45,2037.45,Wednesday,17,2026-08-26
1299,10079108,3596485,3597060,XAUUSD.u,BUY,STR B2,2,0.01,2026-08-26 17:21:53.833,2026-08-26 17:29:31.553,457.72,7m 37s,4593.69,4596.21,2.52,2.52,2.52,0.0,0.0,2.52,1,BASKET_CLOSE,STR CLOSE,,,3039.97,2039.97,Wednesday,17,2026-08-26
1300,10079125,3596928,3597059,XAUUSD.u,BUY,STR B3,3,0.01,2026-08-26 17:27:51.727,2026-08-26 17:29:31.431,99.7,1m 39s,4595.22,4596.25,1.03,1.03,1.03,0.0,0.0,1.03,1,BASKET_CLOSE,STR CLOSE,,,3041.0,2041.0,Wednesday,17,2026-08-26
1301,10079138,3596976,3597058,XAUUSD.u,BUY,STR B4,4,0.01,2026-08-26 17:28:39.465,2026-08-26 17:29:31.318,51.85,51s,4596.75,4596.25,-0.5,-0.5,-0.5,0.0,0.0,-0.5,0,BASKET_CLOSE,STR CLOSE,,,3040.5,2040.5,Wednesday,17,2026-08-26
1302,10099051,3597100,3597702,XAUUSD.u,BUY,STR B1,1,0.01,2026-08-26 17:31:06.030,2026-08-26 17:40:17.678,551.65,9m 11s,4597.09,4602.54,5.45,5.45,5.45,0.0,0.0,5.45,1,BASKET_CLOSE,STR CLOSE,,,3045.95,2045.95,Wednesday,17,2026-08-26
1303,10099066,3597257,3597701,XAUUSD.u,BUY,STR B2,2,0.01,2026-08-26 17:35:01.712,2026-08-26 17:40:17.565,315.85,5m 15s,4598.62,4602.56,3.94,3.94,3.94,0.0,0.0,3.94,1,BASKET_CLOSE,STR CLOSE,,,3049.89,2049.89,Wednesday,17,2026-08-26
1304,10099085,3597318,3597700,XAUUSD.u,BUY,STR B3,3,0.01,2026-08-26 17:35:39.013,2026-08-26 17:40:17.453,278.44,4m 38s,4600.15,4602.56,2.41,2.41,2.41,0.0,0.0,2.41,1,BASKET_CLOSE,STR CLOSE,,,3052.3,2052.3,Wednesday,17,2026-08-26
1305,10099104,3597658,3597699,XAUUSD.u,BUY,STR B4,4,0.01,2026-08-26 17:40:01.342,2026-08-26 17:40:17.341,16.0,15s,4601.68,4602.53,0.85,0.85,0.85,0.0,0.0,0.85,1,BASKET_CLOSE,STR CLOSE,,,3053.15,2053.15,Wednesday,17,2026-08-26
1306,10117619,3597740,3599297,XAUUSD.u,SELL,STR S1,1,0.01,2026-08-26 17:41:33.749,2026-08-26 18:01:16.871,1183.12,19m 43s,4601.24,4592.22,-9.02,9.02,9.02,0.0,0.0,9.02,1,TRAILING_STOP,[sl 4592.22],4592.22,0.0,3062.17,2062.17,Wednesday,17,2026-08-26
1307,10117615,3597965,3598237,XAUUSD.u,BUY,STR B1,1,0.01,2026-08-26 17:44:15.129,2026-08-26 17:50:13.451,358.32,5m 58s,4604.3,4607.81,3.51,3.51,3.51,0.0,0.0,3.51,1,TRAILING_STOP,[sl 4607.81],4607.81,0.0,3065.68,2065.68,Wednesday,17,2026-08-26
1308,10117620,3598038,3598260,XAUUSD.u,BUY,STR B2,2,0.01,2026-08-26 17:45:32.017,2026-08-26 17:50:39.937,307.92,5m 7s,4605.83,4606.27,0.44,0.44,0.44,0.0,0.0,0.44,1,TRAILING_STOP,[sl 4606.27],4606.27,0.0,3066.12,2066.12,Wednesday,17,2026-08-26
1309,10117625,3598110,3608386,XAUUSD.u,BUY,STR B3,3,0.01,2026-08-26 17:47:45.572,2026-08-26 21:03:14.144,11728.57,3h 15m 28s,4607.36,4591.39,-15.97,-15.97,-15.97,0.0,0.0,-15.97,0,BASKET_CLOSE,STR CLOSE,,,3050.15,2050.15,Wednesday,17,2026-08-26
1310,10117627,3598185,3608385,XAUUSD.u,BUY,STR B4,4,0.01,2026-08-26 17:49:06.362,2026-08-26 21:03:14.030,11647.67,3h 14m 7s,4608.89,4591.39,-17.5,-17.5,-17.5,0.0,0.0,-17.5,0,BASKET_CLOSE,STR CLOSE,,,3032.65,2032.65,Wednesday,17,2026-08-26
1311,10130426,3598288,3608382,XAUUSD.u,BUY,STR B2,2,0.01,2026-08-26 17:51:37.998,2026-08-26 21:03:13.691,11495.69,3h 11m 35s,4605.83,4591.36,-14.47,-14.47,-14.47,0.0,0.0,-14.47,0,BASKET_CLOSE,STR CLOSE,,,3018.18,2018.18,Wednesday,17,2026-08-26
1312,10130504,3598314,3608381,XAUUSD.u,BUY,STR B1,1,0.01,2026-08-26 17:51:41.928,2026-08-26 21:03:13.578,11491.65,3h 11m 31s,4604.3,4591.39,-12.91,-12.91,-12.91,0.0,0.0,-12.91,0,BASKET_CLOSE,STR CLOSE,,,3005.27,2005.27,Wednesday,17,2026-08-26
1313,10117622,3598599,3599298,XAUUSD.u,SELL,STR S2,2,0.01,2026-08-26 17:53:22.810,2026-08-26 18:01:16.872,474.06,7m 54s,4599.71,4592.22,-7.49,7.49,7.49,0.0,0.0,7.49,1,TRAILING_STOP,[sl 4592.22],4592.22,0.0,3012.76,2012.76,Wednesday,17,2026-08-26
1314,10117626,3598966,3599299,XAUUSD.u,SELL,STR S3,3,0.01,2026-08-26 17:59:03.620,2026-08-26 18:01:16.872,133.25,2m 13s,4598.18,4592.22,-5.96,5.96,5.96,0.0,0.0,5.96,1,TRAILING_STOP,[sl 4592.22],4592.22,0.0,3018.72,2018.72,Wednesday,17,2026-08-26
1315,10117632,3599026,3599300,XAUUSD.u,SELL,STR S4,4,0.01,2026-08-26 17:59:33.487,2026-08-26 18:01:16.872,103.39,1m 43s,4596.65,4592.22,-4.43,4.43,4.43,0.0,0.0,4.43,1,TRAILING_STOP,[sl 4592.22],4592.22,0.0,3023.15,2023.15,Wednesday,17,2026-08-26
1316,10117636,3599100,3599303,XAUUSD.u,SELL,STR S5,5,0.01,2026-08-26 18:00:23.184,2026-08-26 18:01:17.663,54.48,54s,4595.12,4593.75,-1.37,1.37,1.37,0.0,0.0,1.37,1,TRAILING_STOP,[sl 4593.75],4593.75,0.0,3024.52,2024.52,Wednesday,18,2026-08-26
1317,10117641,3599205,3601299,XAUUSD.u,SELL,STR S6,6,0.01,2026-08-26 18:00:56.327,2026-08-26 18:40:19.232,2362.91,39m 22s,4593.59,4587.17,-6.42,6.42,6.42,0.0,0.0,6.42,1,TRAILING_STOP,[sl 4587.17],4587.17,0.0,3030.94,2030.94,Wednesday,18,2026-08-26
1318,10117653,3599267,3601300,XAUUSD.u,SELL,STR S7,7,0.01,2026-08-26 18:01:08.470,2026-08-26 18:40:19.232,2350.76,39m 10s,4592.06,4587.26,-4.8,4.8,4.8,0.0,0.0,4.8,1,TRAILING_STOP,[sl 4587.26],4587.26,0.0,3035.74,2035.74,Wednesday,18,2026-08-26
1319,10151718,3599435,3600636,XAUUSD.u,SELL,STR S3,3,0.01,2026-08-26 18:02:33.635,2026-08-26 18:27:12.807,1479.17,24m 39s,4598.18,4597.34,-0.84,0.84,0.84,0.0,0.0,0.84,1,TRAILING_STOP,[sl 4597.34],4597.34,0.0,3036.58,2036.58,Wednesday,18,2026-08-26
1320,10151281,3599470,3600974,XAUUSD.u,SELL,STR S4,4,0.01,2026-08-26 18:02:52.452,2026-08-26 18:37:20.084,2067.63,34m 27s,4596.65,4595.28,-1.37,1.37,1.37,0.0,0.0,1.37,1,TRAILING_STOP,[sl 4595.28],4595.28,0.0,3037.95,2037.95,Wednesday,18,2026-08-26
1321,10156955,3599653,3600549,XAUUSD.u,SELL,STR S2,2,0.01,2026-08-26 18:05:20.848,2026-08-26 18:23:31.740,1090.89,18m 10s,4599.71,4595.81,-3.9,3.9,3.9,0.0,0.0,3.9,1,TRAILING_STOP,[sl 4595.81],4595.81,0.0,3041.85,2041.85,Wednesday,18,2026-08-26
1322,10157985,3599770,3599879,XAUUSD.u,SELL,STR S1,1,0.01,2026-08-26 18:05:58.198,2026-08-26 18:08:22.659,144.46,2m 24s,4601.24,4601.21,-0.03,0.03,0.03,0.0,0.0,0.03,1,TRAILING_STOP,[sl 4601.21],4601.21,0.0,3041.88,2041.88,Wednesday,18,2026-08-26
1323,10161366,3599880,3600196,XAUUSD.u,SELL,STR S1,1,0.01,2026-08-26 18:08:23.245,2026-08-26 18:14:58.395,395.15,6m 35s,4601.24,4600.37,-0.87,0.87,0.87,0.0,0.0,0.87,1,TRAILING_STOP,[sl 4600.37],4600.37,0.0,3042.75,2042.75,Wednesday,18,2026-08-26
1324,10151031,3600515,3601134,XAUUSD.u,SELL,STR S5,5,0.01,2026-08-26 18:22:56.128,2026-08-26 18:38:36.842,940.71,15m 40s,4595.12,4590.66,-4.46,4.46,4.46,0.0,0.0,4.46,1,TRAILING_STOP,[sl 4590.66],4590.66,0.0,3047.21,2047.21,Wednesday,18,2026-08-26
1325,10117656,3601081,3601301,XAUUSD.u,SELL,STR S8,8,0.01,2026-08-26 18:38:14.219,2026-08-26 18:40:19.232,125.01,2m 5s,4590.53,4587.26,-3.27,3.27,3.27,0.0,0.0,3.27,1,TRAILING_STOP,[sl 4587.26],4587.26,0.0,3050.48,2050.48,Wednesday,18,2026-08-26
1326,10117663,3601156,3601331,XAUUSD.u,SELL,STR S9,9,0.01,2026-08-26 18:39:01.707,2026-08-26 18:40:52.164,110.46,1m 50s,4589.0,4588.79,-0.21,0.21,0.21,0.0,0.0,0.21,1,TRAILING_STOP,[sl 4588.79],4588.79,0.0,3050.69,2050.69,Wednesday,18,2026-08-26
1327,10117670,3601228,3608384,XAUUSD.u,SELL,STR S10,10,0.01,2026-08-26 18:39:49.187,2026-08-26 21:03:13.917,8604.73,2h 23m 24s,4587.47,4591.52,4.05,-4.05,-4.05,0.0,0.0,-4.05,0,BASKET_CLOSE,STR CLOSE,,,3046.64,2046.64,Wednesday,18,2026-08-26
1328,10117676,3601279,3608383,XAUUSD.u,SELL,STR S11,11,0.04,2026-08-26 18:40:11.240,2026-08-26 21:03:13.804,8582.56,2h 23m 2s,4585.94,4591.52,5.58,-5.58,-22.32,0.0,0.0,-22.32,0,BASKET_CLOSE,STR CLOSE,,,3024.32,2024.32,Wednesday,18,2026-08-26
1329,10211017,3601332,3608380,XAUUSD.u,SELL,STR S9,9,0.01,2026-08-26 18:40:53.184,2026-08-26 21:03:13.466,8540.28,2h 22m 20s,4589.0,4591.52,2.52,-2.52,-2.52,0.0,0.0,-2.52,0,BASKET_CLOSE,STR CLOSE,,,3021.8,2021.8,Wednesday,18,2026-08-26
1330,10212396,3601385,3608379,XAUUSD.u,SELL,STR S8,8,0.01,2026-08-26 18:41:52.617,2026-08-26 21:03:13.352,8480.74,2h 21m 20s,4590.53,4591.52,0.99,-0.99,-0.99,0.0,0.0,-0.99,0,BASKET_CLOSE,STR CLOSE,,,3020.81,2020.81,Wednesday,18,2026-08-26
1331,10221440,3601598,3602262,XAUUSD.u,SELL,STR S6,6,0.01,2026-08-26 18:48:06.954,2026-08-26 18:56:22.778,495.82,8m 15s,4593.59,4590.16,-3.43,3.43,3.43,0.0,0.0,3.43,1,TRAILING_STOP,[sl 4590.16],4590.16,0.0,3024.24,2024.24,Wednesday,18,2026-08-26
1332,10224862,3601902,3602263,XAUUSD.u,SELL,STR S4,4,0.01,2026-08-26 18:50:50.154,2026-08-26 18:56:22.778,332.62,5m 32s,4596.65,4590.16,-6.49,6.49,6.49,0.0,0.0,6.49,1,TRAILING_STOP,[sl 4590.16],4590.16,0.0,3030.73,2030.73,Wednesday,18,2026-08-26
1333,10223874,3601962,3602260,XAUUSD.u,SELL,STR S5,5,0.01,2026-08-26 18:51:11.245,2026-08-26 18:56:22.486,311.24,5m 11s,4595.12,4590.14,-4.98,4.98,4.98,0.0,0.0,4.98,1,TRAILING_STOP,[sl 4590.14],4590.14,0.0,3035.71,2035.71,Wednesday,18,2026-08-26
1334,10220614,3602032,3602311,XAUUSD.u,SELL,STR S7,7,0.01,2026-08-26 18:52:03.241,2026-08-26 18:58:29.331,386.09,6m 26s,4592.06,4591.7,-0.36,0.36,0.36,0.0,0.0,0.36,1,TRAILING_STOP,[sl 4591.70],4591.7,0.0,3036.07,2036.07,Wednesday,18,2026-08-26
1335,10236571,3602323,3608378,XAUUSD.u,SELL,STR S7,7,0.01,2026-08-26 18:58:37.806,2026-08-26 21:03:13.240,7475.43,2h 4m 35s,4592.06,4591.52,-0.54,0.54,0.54,0.0,0.0,0.54,1,BASKET_CLOSE,STR CLOSE,,,3036.61,2036.61,Wednesday,18,2026-08-26
1336,10244402,3602410,3608377,XAUUSD.u,SELL,STR S6,6,0.01,2026-08-26 19:04:21.069,2026-08-26 21:03:13.117,7132.05,1h 58m 52s,4593.59,4591.52,-2.07,2.07,2.07,0.0,0.0,2.07,1,BASKET_CLOSE,STR CLOSE,,,3038.68,2038.68,Wednesday,19,2026-08-26
1337,10249303,3602516,3608376,XAUUSD.u,SELL,STR S5,5,0.01,2026-08-26 19:08:05.213,2026-08-26 21:03:13.005,6907.79,1h 55m 7s,4595.12,4591.52,-3.6,3.6,3.6,0.0,0.0,3.6,1,BASKET_CLOSE,STR CLOSE,,,3042.28,2042.28,Wednesday,19,2026-08-26
1338,10263937,3602850,3606302,XAUUSD.u,SELL,STR S4,4,0.01,2026-08-26 19:20:20.014,2026-08-26 20:34:06.313,4426.3,1h 13m 46s,4596.65,4595.93,-0.72,0.72,0.72,0.0,0.0,0.72,1,TRAILING_STOP,[sl 4595.93],4595.93,0.0,3043.0,2043.0,Wednesday,19,2026-08-26
1339,10265048,3602908,3603353,XAUUSD.u,SELL,STR S3,3,0.01,2026-08-26 19:21:20.016,2026-08-26 19:28:56.766,456.75,7m 36s,4598.18,4597.46,-0.72,0.72,0.72,0.0,0.0,0.72,1,TRAILING_STOP,[sl 4597.46],4597.46,0.0,3043.72,2043.72,Wednesday,19,2026-08-26
1340,10274518,3603360,3604595,XAUUSD.u,SELL,STR S3,3,0.01,2026-08-26 19:29:00.569,2026-08-26 19:58:53.608,1793.04,29m 53s,4598.18,4597.43,-0.75,0.75,0.75,0.0,0.0,0.75,1,TRAILING_STOP,[sl 4597.43],4597.43,0.0,3044.47,2044.47,Wednesday,19,2026-08-26
1341,10277850,3603472,3604006,XAUUSD.u,SELL,STR S2,2,0.01,2026-08-26 19:31:00.239,2026-08-26 19:41:12.630,612.39,10m 12s,4599.71,4599.25,-0.46,0.46,0.46,0.0,0.0,0.46,1,TRAILING_STOP,[sl 4599.25],4599.25,0.0,3044.93,2044.93,Wednesday,19,2026-08-26
1342,10281343,3603627,3603886,XAUUSD.u,SELL,STR S1,1,0.01,2026-08-26 19:33:43.980,2026-08-26 19:37:26.386,222.41,3m 42s,4601.24,4597.72,-3.52,3.52,3.52,0.0,0.0,3.52,1,TRAILING_STOP,[sl 4597.72],4597.72,0.0,3048.45,2048.45,Wednesday,19,2026-08-26
